Instance,Algorithm,Run,Best,Worst,Avg,Std,pop_size,gen,Px,Pm,tournament,Elitism,cooling,innerLoop
a-n60-k9.vrp,ga,1,1541.1251,2466.8035,1822.3706,187.6946,200,43,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1541.1251,2255.5181,1804.8203,179.5826,200,44,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1541.1251,2329.2627,1819.4481,198.1559,200,45,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1541.1251,2301.1077,1806.1233,175.4021,200,46,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1541.1251,2305.1978,1792.7325,181.5191,200,47,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1541.1251,2347.5596,1782.9150,161.5066,200,48,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1541.1251,2286.7505,1801.7983,168.5805,200,49,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1541.1251,2198.6482,1788.5463,164.3011,200,50,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1527.5261,2176.9019,1798.5695,172.2322,200,51,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1527.5261,2251.3804,1810.9955,170.0366,200,52,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1527.5261,2546.0469,1826.8458,186.5737,200,53,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1527.5261,2341.0562,1806.4506,166.7983,200,54,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1527.5261,2231.0881,1841.1838,184.6688,200,55,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1527.5261,2355.3784,1866.8960,204.4754,200,56,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1527.5261,2323.4631,1860.3861,201.2798,200,57,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1527.5261,2306.0979,1837.8052,184.4914,200,58,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1527.5261,2380.2856,1829.8040,191.2439,200,59,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1527.5261,2292.7219,1856.0519,184.2167,200,60,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1527.5261,2349.2371,1849.5939,201.4195,200,61,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1527.5261,2356.8230,1838.3655,200.9362,200,62,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1521.9263,2465.5129,1858.7483,203.9058,200,63,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2354.4819,1828.9122,195.8807,200,64,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2303.8843,1826.7072,188.3609,200,65,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2232.9473,1807.2206,171.4274,200,66,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2255.4268,1805.2456,188.6027,200,67,0.9000,0.0500,10,10,0.0000,0
